attack,defense,height,hidden_ability,hp,main_ability,name,national,sp_attack,sp_defense,species,speed,total_stats,types,weight
45,135,1.0 m (3′03″),Sand Force,30,"Sturdy,Magnet Pull",Nosepass,299,45,90,Compass Pokémon,30,375,Rock,97.0 kg (213.8 lbs)
45,45,0.6 m (2′00″),Wonder Skin,50,"Cute Charm,Normalize",Skitty,300,35,35,Kitten Pokémon,50,260,Normal,11.0 kg (24.3 lbs)
65,65,1.1 m (3′07″),Wonder Skin,70,"Cute Charm,Normalize",Delcatty,301,55,55,Prim Pokémon,90,400,Normal,32.6 kg (71.9 lbs)
75,75,"0.5 m (1′08″),0.5 m (1′08″)",Prankster,50,"Keen Eye,Stall,Magic Bounce",Sableye,302,65,65,"Darkness Pokémon,Darkness Pokémon",50,380,"Dark,Ghost,Dark,Ghost","11.0 kg (24.3 lbs),161.0 kg (354.9 lbs)"
85,85,"0.6 m (2′00″),1.0 m (3′03″)",Sheer Force,50,"Hyper Cutter,Intimidate,Huge Power",Mawile,303,55,55,"Deceiver Pokémon,Deceiver Pokémon",50,380,"Steel,Fairy,Steel,Fairy","11.5 kg (25.4 lbs),23.5 kg (51.8 lbs)"
70,100,0.4 m (1′04″),Heavy Metal,50,"Sturdy,Rock Head",Aron,304,40,40,Iron Armor Pokémon,30,330,"Steel,Rock",60.0 kg (132.3 lbs)
90,140,0.9 m (2′11″),Heavy Metal,60,"Sturdy,Rock Head",Lairon,305,50,50,Iron Armor Pokémon,40,430,"Steel,Rock",120.0 kg (264.6 lbs)
110,180,"2.1 m (6′11″),2.2 m (7′03″)",Heavy Metal,70,"Sturdy,Rock Head,Filter",Aggron,306,60,60,"Iron Armor Pokémon,Iron Armor Pokémon",50,530,"Steel,Rock,Steel","360.0 kg (793.7 lbs),395.0 kg (870.8 lbs)"
40,55,0.6 m (2′00″),Telepathy,30,Pure Power,Meditite,307,40,55,Meditate Pokémon,60,280,"Fighting,Psychic",11.2 kg (24.7 lbs)
60,75,"1.3 m (4′03″),1.3 m (4′03″)",Telepathy,60,"Pure Power,Pure Power",Medicham,308,60,75,"Meditate Pokémon,Meditate Pokémon",80,410,"Fighting,Psychic,Fighting,Psychic","31.5 kg (69.4 lbs),31.5 kg (69.4 lbs)"
45,40,0.6 m (2′00″),Minus,40,"Static,Lightning Rod",Electrike,309,65,40,Lightning Pokémon,65,295,Electric,15.2 kg (33.5 lbs)
75,60,"1.5 m (4′11″),1.8 m (5′11″)",Minus,70,"Static,Lightning Rod,Intimidate",Manectric,310,105,60,"Discharge Pokémon,Discharge Pokémon",105,475,"Electric,Electric","40.2 kg (88.6 lbs),44.0 kg (97.0 lbs)"
50,40,0.4 m (1′04″),Lightning Rod,60,Plus,Plusle,311,85,75,Cheering Pokémon,95,405,Electric,4.2 kg (9.3 lbs)
40,50,0.4 m (1′04″),Volt Absorb,60,Minus,Minun,312,75,85,Cheering Pokémon,95,405,Electric,4.2 kg (9.3 lbs)
73,75,0.7 m (2′04″),Prankster,65,"Illuminate,Swarm",Volbeat,313,47,85,Firefly Pokémon,85,430,Bug,17.7 kg (39.0 lbs)
47,75,0.6 m (2′00″),Prankster,65,"Oblivious,Tinted Lens",Illumise,314,73,85,Firefly Pokémon,85,430,Bug,17.7 kg (39.0 lbs)
60,45,0.3 m (1′00″),Leaf Guard,50,"Natural Cure,Poison Point",Roselia,315,100,80,Thorn Pokémon,65,400,"Grass,Poison",2.0 kg (4.4 lbs)
43,53,0.4 m (1′04″),Gluttony,70,"Liquid Ooze,Sticky Hold",Gulpin,316,43,53,Stomach Pokémon,40,302,Poison,10.3 kg (22.7 lbs)
73,83,1.7 m (5′07″),Gluttony,100,"Liquid Ooze,Sticky Hold",Swalot,317,73,83,Poison Bag Pokémon,55,467,Poison,80.0 kg (176.4 lbs)
90,20,0.8 m (2′07″),Speed Boost,45,Rough Skin,Carvanha,318,65,20,Savage Pokémon,65,305,"Water,Dark",20.8 kg (45.9 lbs)
120,40,"1.8 m (5′11″),2.5 m (8′02″)",Speed Boost,70,"Rough Skin,Strong Jaw",Sharpedo,319,95,40,"Brutal Pokémon,Brutal Pokémon",95,460,"Water,Dark,Water,Dark","88.8 kg (195.8 lbs),130.3 kg (287.3 lbs)"
70,35,2.0 m (6′07″),Pressure,130,"Water Veil,Oblivious",Wailmer,320,70,35,Ball Whale Pokémon,60,400,Water,130.0 kg (286.6 lbs)
90,45,14.5 m (47′07″),Pressure,170,"Water Veil,Oblivious",Wailord,321,90,45,Float Whale Pokémon,60,500,Water,398.0 kg (877.4 lbs)
60,40,0.7 m (2′04″),Own Tempo,60,"Oblivious,Simple",Numel,322,65,45,Numb Pokémon,35,305,"Fire,Ground",24.0 kg (52.9 lbs)
100,70,"1.9 m (6′03″),2.5 m (8′02″)",Anger Point,70,"Magma Armor,Solid Rock,Sheer Force",Camerupt,323,105,75,"Eruption Pokémon,Eruption Pokémon",40,460,"Fire,Ground,Fire,Ground","220.0 kg (485.0 lbs),320.5 kg (706.6 lbs)"
85,140,0.5 m (1′08″),Shell Armor,70,"White Smoke,Drought",Torkoal,324,85,70,Coal Pokémon,20,470,Fire,80.4 kg (177.3 lbs)
25,35,0.7 m (2′04″),Gluttony,60,"Thick Fat,Own Tempo",Spoink,325,70,80,Bounce Pokémon,60,330,Psychic,30.6 kg (67.5 lbs)
45,65,0.9 m (2′11″),Gluttony,80,"Thick Fat,Own Tempo",Grumpig,326,90,110,Manipulate Pokémon,80,470,Psychic,71.5 kg (157.6 lbs)
60,60,1.1 m (3′07″),Contrary,60,"Own Tempo,Tangled Feet",Spinda,327,60,60,Spot Panda Pokémon,60,360,Normal,5.0 kg (11.0 lbs)
100,45,0.7 m (2′04″),Sheer Force,45,"Hyper Cutter,Arena Trap",Trapinch,328,45,45,Ant Pit Pokémon,10,290,Ground,15.0 kg (33.1 lbs)
70,50,1.1 m (3′07″),,50,Levitate,Vibrava,329,50,50,Vibration Pokémon,70,340,"Ground,Dragon",15.3 kg (33.7 lbs)
100,80,2.0 m (6′07″),,80,Levitate,Flygon,330,80,80,Mystic Pokémon,100,520,"Ground,Dragon",82.0 kg (180.8 lbs)
85,40,0.4 m (1′04″),Water Absorb,50,Sand Veil,Cacnea,331,85,40,Cactus Pokémon,35,335,Grass,51.3 kg (113.1 lbs)
115,60,1.3 m (4′03″),Water Absorb,70,Sand Veil,Cacturne,332,115,60,Scarecrow Pokémon,55,475,"Grass,Dark",77.4 kg (170.6 lbs)
40,60,0.4 m (1′04″),Cloud Nine,45,Natural Cure,Swablu,333,40,75,Cotton Bird Pokémon,50,310,"Normal,Flying",1.2 kg (2.6 lbs)
70,90,"1.1 m (3′07″),1.5 m (4′11″)",Cloud Nine,75,"Natural Cure,Pixilate",Altaria,334,70,105,"Humming Pokémon,Humming Pokémon",80,490,"Dragon,Flying,Dragon,Fairy","20.6 kg (45.4 lbs),20.6 kg (45.4 lbs)"
115,60,1.3 m (4′03″),Toxic Boost,73,Immunity,Zangoose,335,60,60,Cat Ferret Pokémon,90,458,Normal,40.3 kg (88.8 lbs)
100,60,2.7 m (8′10″),Infiltrator,73,Shed Skin,Seviper,336,100,60,Fang Snake Pokémon,65,458,Poison,52.5 kg (115.7 lbs)
55,65,1.0 m (3′03″),,90,Levitate,Lunatone,337,95,85,Meteorite Pokémon,70,460,"Rock,Psychic",168.0 kg (370.4 lbs)
95,85,1.2 m (3′11″),,90,Levitate,Solrock,338,55,65,Meteorite Pokémon,70,460,"Rock,Psychic",154.0 kg (339.5 lbs)
48,43,0.4 m (1′04″),Hydration,50,"Oblivious,Anticipation",Barboach,339,46,41,Whiskers Pokémon,60,288,"Water,Ground",1.9 kg (4.2 lbs)
78,73,0.9 m (2′11″),Hydration,110,"Oblivious,Anticipation",Whiscash,340,76,71,Whiskers Pokémon,60,468,"Water,Ground",23.6 kg (52.0 lbs)
80,65,0.6 m (2′00″),Adaptability,43,"Hyper Cutter,Shell Armor",Corphish,341,50,35,Ruffian Pokémon,35,308,Water,11.5 kg (25.4 lbs)
120,85,1.1 m (3′07″),Adaptability,63,"Hyper Cutter,Shell Armor",Crawdaunt,342,90,55,Rogue Pokémon,55,468,"Water,Dark",32.8 kg (72.3 lbs)
40,55,0.5 m (1′08″),,40,Levitate,Baltoy,343,40,70,Clay Doll Pokémon,55,300,"Ground,Psychic",21.5 kg (47.4 lbs)
70,105,1.5 m (4′11″),,60,Levitate,Claydol,344,70,120,Clay Doll Pokémon,75,500,"Ground,Psychic",108.0 kg (238.1 lbs)
41,77,1.0 m (3′03″),Storm Drain,66,Suction Cups,Lileep,345,61,87,Sea Lily Pokémon,23,355,"Rock,Grass",23.8 kg (52.5 lbs)
81,97,1.5 m (4′11″),Storm Drain,86,Suction Cups,Cradily,346,81,107,Barnacle Pokémon,43,495,"Rock,Grass",60.4 kg (133.2 lbs)
95,50,0.7 m (2′04″),Swift Swim,45,Battle Armor,Anorith,347,40,50,Old Shrimp Pokémon,75,355,"Rock,Bug",12.5 kg (27.6 lbs)
125,100,1.5 m (4′11″),Swift Swim,75,Battle Armor,Armaldo,348,70,80,Plate Pokémon,45,495,"Rock,Bug",68.2 kg (150.4 lbs)
15,20,0.6 m (2′00″),Adaptability,20,"Swift Swim,Oblivious",Feebas,349,10,55,Fish Pokémon,80,200,Water,7.4 kg (16.3 lbs)
60,79,6.2 m (20′04″),Cute Charm,95,"Marvel Scale,Competitive",Milotic,350,100,125,Tender Pokémon,81,540,Water,162.0 kg (357.1 lbs)
70,70,"0.3 m (1′00″),0.3 m (1′00″),0.3 m (1′00″),0.3 m (1′00″)",,70,"Forecast,Forecast,Forecast,Forecast",Castform,351,70,70,"Weather Pokémon,Weather Pokémon,Weather Pokémon,Weather Pokémon",70,420,"Normal,Fire,Water,Ice","0.8 kg (1.8 lbs),0.8 kg (1.8 lbs),0.8 kg (1.8 lbs),0.8 kg (1.8 lbs)"
90,70,1.0 m (3′03″),Protean,60,Color Change,Kecleon,352,60,120,Color Swap Pokémon,40,440,Normal,22.0 kg (48.5 lbs)
75,35,0.6 m (2′00″),Cursed Body,44,"Insomnia,Frisk",Shuppet,353,63,33,Puppet Pokémon,45,295,Ghost,2.3 kg (5.1 lbs)
115,65,"1.1 m (3′07″),1.2 m (3′11″)",Cursed Body,64,"Insomnia,Frisk,Prankster",Banette,354,83,63,"Marionette Pokémon,Marionette Pokémon",65,455,"Ghost,Ghost","12.5 kg (27.6 lbs),13.0 kg (28.7 lbs)"
40,90,0.8 m (2′07″),Frisk,20,Levitate,Duskull,355,30,90,Requiem Pokémon,25,295,Ghost,15.0 kg (33.1 lbs)
70,130,1.6 m (5′03″),Frisk,40,Pressure,Dusclops,356,60,130,Beckon Pokémon,25,455,Ghost,30.6 kg (67.5 lbs)
68,83,2.0 m (6′07″),Harvest,99,"Chlorophyll,Solar Power",Tropius,357,72,87,Fruit Pokémon,51,460,"Grass,Flying",100.0 kg (220.5 lbs)
50,80,0.6 m (2′00″),,75,Levitate,Chimecho,358,95,90,Wind Chime Pokémon,65,455,Psychic,1.0 kg (2.2 lbs)
130,60,"1.2 m (3′11″),1.2 m (3′11″)",Justified,65,"Pressure,Super Luck,Magic Bounce",Absol,359,75,60,"Disaster Pokémon,Disaster Pokémon",75,465,"Dark,Dark","47.0 kg (103.6 lbs),49.0 kg (108.0 lbs)"
23,48,0.6 m (2′00″),Telepathy,95,Shadow Tag,Wynaut,360,23,48,Bright Pokémon,23,260,Psychic,14.0 kg (30.9 lbs)
50,50,0.7 m (2′04″),Moody,50,"Inner Focus,Ice Body",Snorunt,361,50,50,Snow Hat Pokémon,50,300,Ice,16.8 kg (37.0 lbs)
80,80,"1.5 m (4′11″),2.1 m (6′11″)",Moody,80,"Inner Focus,Ice Body,Refrigerate",Glalie,362,80,80,"Face Pokémon,Face Pokémon",80,480,"Ice,Ice","256.5 kg (565.5 lbs),350.2 kg (772.1 lbs)"
40,50,0.8 m (2′07″),Oblivious,70,"Thick Fat,Ice Body",Spheal,363,55,50,Clap Pokémon,25,290,"Ice,Water",39.5 kg (87.1 lbs)
60,70,1.1 m (3′07″),Oblivious,90,"Thick Fat,Ice Body",Sealeo,364,75,70,Ball Roll Pokémon,45,410,"Ice,Water",87.6 kg (193.1 lbs)
80,90,1.4 m (4′07″),Oblivious,110,"Thick Fat,Ice Body",Walrein,365,95,90,Ice Break Pokémon,65,530,"Ice,Water",150.6 kg (332.0 lbs)
64,85,0.4 m (1′04″),Rattled,35,Shell Armor,Clamperl,366,74,55,Bivalve Pokémon,32,345,Water,52.5 kg (115.7 lbs)
104,105,1.7 m (5′07″),Water Veil,55,Swift Swim,Huntail,367,94,75,Deep Sea Pokémon,52,485,Water,27.0 kg (59.5 lbs)
84,105,1.8 m (5′11″),Hydration,55,Swift Swim,Gorebyss,368,114,75,South Sea Pokémon,52,485,Water,22.6 kg (49.8 lbs)
90,130,1.0 m (3′03″),Sturdy,100,"Swift Swim,Rock Head",Relicanth,369,45,65,Longevity Pokémon,55,485,"Water,Rock",23.4 kg (51.6 lbs)
30,55,0.6 m (2′00″),Hydration,43,Swift Swim,Luvdisc,370,40,65,Rendezvous Pokémon,97,330,Water,8.7 kg (19.2 lbs)
75,60,0.6 m (2′00″),Sheer Force,45,Rock Head,Bagon,371,40,30,Rock Head Pokémon,50,300,Dragon,42.1 kg (92.8 lbs)
95,100,1.1 m (3′07″),Overcoat,65,Rock Head,Shelgon,372,60,50,Endurance Pokémon,50,420,Dragon,110.5 kg (243.6 lbs)
135,80,"1.5 m (4′11″),1.8 m (5′11″)",Moxie,95,"Intimidate,Aerilate",Salamence,373,110,80,"Dragon Pokémon,Dragon Pokémon",100,600,"Dragon,Flying,Dragon,Flying","102.6 kg (226.2 lbs),112.6 kg (248.2 lbs)"
55,80,0.6 m (2′00″),Light Metal,40,Clear Body,Beldum,374,35,60,Iron Ball Pokémon,30,300,"Steel,Psychic",95.2 kg (209.9 lbs)
75,100,1.2 m (3′11″),Light Metal,60,Clear Body,Metang,375,55,80,Iron Claw Pokémon,50,420,"Steel,Psychic",202.5 kg (446.4 lbs)
135,130,"1.6 m (5′03″),2.5 m (8′02″)",Light Metal,80,"Clear Body,Tough Claws",Metagross,376,95,90,"Iron Leg Pokémon,Iron Leg Pokémon",70,600,"Steel,Psychic,Steel,Psychic","550.0 kg (1212.5 lbs),942.9 kg (2078.7 lbs)"
100,200,1.7 m (5′07″),Sturdy,80,Clear Body,Regirock,377,50,100,Rock Peak Pokémon,50,580,Rock,230.0 kg (507.1 lbs)
50,100,1.8 m (5′11″),Ice Body,80,Clear Body,Regice,378,100,200,Iceberg Pokémon,50,580,Ice,175.0 kg (385.8 lbs)
75,150,1.9 m (6′03″),Light Metal,80,Clear Body,Registeel,379,75,150,Iron Pokémon,50,580,Steel,205.0 kg (451.9 lbs)
80,90,"1.4 m (4′07″),1.8 m (5′11″)",,80,"Levitate,Levitate",Latias,380,110,130,"Eon Pokémon,Eon Pokémon",110,600,"Dragon,Psychic,Dragon,Psychic","40.0 kg (88.2 lbs),52.0 kg (114.6 lbs)"
90,80,"2.0 m (6′07″),2.3 m (7′07″)",,80,"Levitate,Levitate",Latios,381,130,110,"Eon Pokémon,Eon Pokémon",110,600,"Dragon,Psychic,Dragon,Psychic","60.0 kg (132.3 lbs),70.0 kg (154.3 lbs)"
100,90,"4.5 m (14′09″),9.8 m (32′02″)",,100,"Drizzle,Primordial Sea",Kyogre,382,150,140,"Sea Basin Pokémon,Sea Basin Pokémon",90,670,"Water,Water","352.0 kg (776.0 lbs),430.0 kg (948.0 lbs)"
150,140,"3.5 m (11′06″),5.0 m (16′05″)",,100,"Drought,Desolate Land",Groudon,383,100,90,"Continent Pokémon,Continent Pokémon",90,670,"Ground,Ground,Fire","950.0 kg (2094.4 lbs),999.7 kg (2204.0 lbs)"
150,90,"7.0 m (23′00″),10.8 m (35′05″)",,105,"Air Lock,Delta Stream",Rayquaza,384,150,90,"Sky High Pokémon,Sky High Pokémon",95,680,"Dragon,Flying,Dragon,Flying","206.5 kg (455.3 lbs),392.0 kg (864.2 lbs)"
100,100,0.3 m (1′00″),,100,Serene Grace,Jirachi,385,100,100,Wish Pokémon,100,600,"Steel,Psychic",1.1 kg (2.4 lbs)
150,50,"1.7 m (5′07″),1.7 m (5′07″),1.7 m (5′07″),1.7 m (5′07″)",,50,"Pressure,Pressure,Pressure,Pressure",Deoxys,386,150,50,"DNA Pokémon,DNA Pokémon,DNA Pokémon,DNA Pokémon",150,600,"Psychic,Psychic,Psychic,Psychic","60.8 kg (134.0 lbs),60.8 kg (134.0 lbs),60.8 kg (134.0 lbs),60.8 kg (134.0 lbs)"
68,64,0.4 m (1′04″),Shell Armor,55,Overgrow,Turtwig,387,45,55,Tiny Leaf Pokémon,31,318,Grass,10.2 kg (22.5 lbs)
89,85,1.1 m (3′07″),Shell Armor,75,Overgrow,Grotle,388,55,65,Grove Pokémon,36,405,Grass,97.0 kg (213.8 lbs)
109,105,2.2 m (7′03″),Shell Armor,95,Overgrow,Torterra,389,75,85,Continent Pokémon,56,525,"Grass,Ground",310.0 kg (683.4 lbs)
58,44,0.5 m (1′08″),Iron Fist,44,Blaze,Chimchar,390,58,44,Chimp Pokémon,61,309,Fire,6.2 kg (13.7 lbs)
78,52,0.9 m (2′11″),Iron Fist,64,Blaze,Monferno,391,78,52,Playful Pokémon,81,405,"Fire,Fighting",22.0 kg (48.5 lbs)
104,71,1.2 m (3′11″),Iron Fist,76,Blaze,Infernape,392,104,71,Flame Pokémon,108,534,"Fire,Fighting",55.0 kg (121.3 lbs)
51,53,0.4 m (1′04″),Defiant,53,Torrent,Piplup,393,61,56,Penguin Pokémon,40,314,Water,5.2 kg (11.5 lbs)
66,68,0.8 m (2′07″),Defiant,64,Torrent,Prinplup,394,81,76,Penguin Pokémon,50,405,Water,23.0 kg (50.7 lbs)
86,88,1.7 m (5′07″),Defiant,84,Torrent,Empoleon,395,111,101,Emperor Pokémon,60,530,"Water,Steel",84.5 kg (186.3 lbs)
55,30,0.3 m (1′00″),Reckless,40,Keen Eye,Starly,396,30,30,Starling Pokémon,60,245,"Normal,Flying",2.0 kg (4.4 lbs)
75,50,0.6 m (2′00″),Reckless,55,Intimidate,Staravia,397,40,40,Starling Pokémon,80,340,"Normal,Flying",15.5 kg (34.2 lbs)
120,70,1.2 m (3′11″),Reckless,85,Intimidate,Staraptor,398,50,60,Predator Pokémon,100,485,"Normal,Flying",24.9 kg (54.9 lbs)
45,40,0.5 m (1′08″),Moody,59,"Simple,Unaware",Bidoof,399,35,40,Plump Mouse Pokémon,31,250,Normal,20.0 kg (44.1 lbs)
85,60,1.0 m (3′03″),Moody,79,"Simple,Unaware",Bibarel,400,55,60,Beaver Pokémon,71,410,"Normal,Water",31.5 kg (69.4 lbs)
25,41,0.3 m (1′00″),Run Away,37,Shed Skin,Kricketot,401,25,41,Cricket Pokémon,25,194,Bug,2.2 kg (4.9 lbs)
85,51,1.0 m (3′03″),Technician,77,Swarm,Kricketune,402,55,51,Cricket Pokémon,65,384,Bug,25.5 kg (56.2 lbs)
65,34,0.5 m (1′08″),Guts,45,"Rivalry,Intimidate",Shinx,403,40,34,Flash Pokémon,45,263,Electric,9.5 kg (20.9 lbs)
85,49,0.9 m (2′11″),Guts,60,"Rivalry,Intimidate",Luxio,404,60,49,Spark Pokémon,60,363,Electric,30.5 kg (67.2 lbs)
120,79,1.4 m (4′07″),Guts,80,"Rivalry,Intimidate",Luxray,405,95,79,Gleam Eyes Pokémon,70,523,Electric,42.0 kg (92.6 lbs)
30,35,0.2 m (0′08″),Leaf Guard,40,"Natural Cure,Poison Point",Budew,406,50,70,Bud Pokémon,55,280,"Grass,Poison",1.2 kg (2.6 lbs)
70,65,0.9 m (2′11″),Technician,60,"Natural Cure,Poison Point",Roserade,407,125,105,Bouquet Pokémon,90,515,"Grass,Poison",14.5 kg (32.0 lbs)
125,40,0.9 m (2′11″),Sheer Force,67,Mold Breaker,Cranidos,408,30,30,Head Butt Pokémon,58,350,Rock,31.5 kg (69.4 lbs)
165,60,1.6 m (5′03″),Sheer Force,97,Mold Breaker,Rampardos,409,65,50,Head Butt Pokémon,58,495,Rock,102.5 kg (226.0 lbs)
42,118,0.5 m (1′08″),Soundproof,30,Sturdy,Shieldon,410,42,88,Shield Pokémon,30,350,"Rock,Steel",57.0 kg (125.7 lbs)
52,168,1.3 m (4′03″),Soundproof,60,Sturdy,Bastiodon,411,47,138,Shield Pokémon,30,495,"Rock,Steel",149.5 kg (329.6 lbs)
29,45,0.2 m (0′08″),Overcoat,40,Shed Skin,Burmy,412,29,45,Bagworm Pokémon,36,224,Bug,3.4 kg (7.5 lbs)
59,85,"0.5 m (1′08″),0.5 m (1′08″),0.5 m (1′08″)","Overcoat,Overcoat,Overcoat",60,"Anticipation,Anticipation,Anticipation",Wormadam,413,79,105,"Bagworm Pokémon,Bagworm Pokémon,Bagworm Pokémon",36,424,"Bug,Grass,Bug,Ground,Bug,Steel","6.5 kg (14.3 lbs),6.5 kg (14.3 lbs),6.5 kg (14.3 lbs)"
94,50,0.9 m (2′11″),Tinted Lens,70,Swarm,Mothim,414,94,50,Moth Pokémon,66,424,"Bug,Flying",23.3 kg (51.4 lbs)
30,42,0.3 m (1′00″),Hustle,30,Honey Gather,Combee,415,30,42,Tiny Bee Pokémon,70,244,"Bug,Flying",5.5 kg (12.1 lbs)
80,102,1.2 m (3′11″),Unnerve,70,Pressure,Vespiquen,416,80,102,Beehive Pokémon,40,474,"Bug,Flying",38.5 kg (84.9 lbs)
45,70,0.4 m (1′04″),Volt Absorb,60,"Run Away,Pickup",Pachirisu,417,45,90,EleSquirrel Pokémon,95,405,Electric,3.9 kg (8.6 lbs)
65,35,0.7 m (2′04″),Water Veil,55,Swift Swim,Buizel,418,60,30,Sea Weasel Pokémon,85,330,Water,29.5 kg (65.0 lbs)
105,55,1.1 m (3′07″),Water Veil,85,Swift Swim,Floatzel,419,85,50,Sea Weasel Pokémon,115,495,Water,33.5 kg (73.9 lbs)
35,45,0.4 m (1′04″),,45,Chlorophyll,Cherubi,420,62,53,Cherry Pokémon,35,275,Grass,3.3 kg (7.3 lbs)
60,70,0.5 m (1′08″),,70,Flower Gift,Cherrim,421,87,78,Blossom Pokémon,85,450,Grass,9.3 kg (20.5 lbs)
48,48,0.3 m (1′00″),Sand Force,76,"Sticky Hold,Storm Drain",Shellos,422,57,62,Sea Slug Pokémon,34,325,Water,6.3 kg (13.9 lbs)
83,68,0.9 m (2′11″),Sand Force,111,"Sticky Hold,Storm Drain",Gastrodon,423,92,82,Sea Slug Pokémon,39,475,"Water,Ground",29.9 kg (65.9 lbs)
100,66,1.2 m (3′11″),Skill Link,75,"Technician,Pickup",Ambipom,424,60,66,Long Tail Pokémon,115,482,Normal,20.3 kg (44.8 lbs)
50,34,0.4 m (1′04″),Flare Boost,90,"Aftermath,Unburden",Drifloon,425,60,44,Balloon Pokémon,70,348,"Ghost,Flying",1.2 kg (2.6 lbs)
80,44,1.2 m (3′11″),Flare Boost,150,"Aftermath,Unburden",Drifblim,426,90,54,Blimp Pokémon,80,498,"Ghost,Flying",15.0 kg (33.1 lbs)
66,44,0.4 m (1′04″),Limber,55,"Run Away,Klutz",Buneary,427,44,56,Rabbit Pokémon,85,350,Normal,5.5 kg (12.1 lbs)
76,84,"1.2 m (3′11″),1.3 m (4′03″)",Limber,65,"Cute Charm,Klutz,Scrappy",Lopunny,428,54,96,"Rabbit Pokémon,Rabbit Pokémon",105,480,"Normal,Normal,Fighting","33.3 kg (73.4 lbs),28.3 kg (62.4 lbs)"
60,60,0.9 m (2′11″),,60,Levitate,Mismagius,429,105,105,Magical Pokémon,105,495,Ghost,4.4 kg (9.7 lbs)
125,52,0.9 m (2′11″),Moxie,100,"Insomnia,Super Luck",Honchkrow,430,105,52,Big Boss Pokémon,71,505,"Dark,Flying",27.3 kg (60.2 lbs)
55,42,0.5 m (1′08″),Keen Eye,49,"Limber,Own Tempo",Glameow,431,42,37,Catty Pokémon,85,310,Normal,3.9 kg (8.6 lbs)
82,64,1.0 m (3′03″),Defiant,71,"Thick Fat,Own Tempo",Purugly,432,64,59,Tiger Cat Pokémon,112,452,Normal,43.8 kg (96.6 lbs)
30,50,0.2 m (0′08″),,45,Levitate,Chingling,433,65,50,Bell Pokémon,45,285,Psychic,0.6 kg (1.3 lbs)
63,47,0.4 m (1′04″),Keen Eye,63,"Stench,Aftermath",Stunky,434,41,41,Skunk Pokémon,74,329,"Poison,Dark",19.2 kg (42.3 lbs)
93,67,1.0 m (3′03″),Keen Eye,103,"Stench,Aftermath",Skuntank,435,71,61,Skunk Pokémon,84,479,"Poison,Dark",38.0 kg (83.8 lbs)
24,86,0.5 m (1′08″),Heavy Metal,57,"Levitate,Heatproof",Bronzor,436,24,86,Bronze Pokémon,23,300,"Steel,Psychic",60.5 kg (133.4 lbs)
89,116,1.3 m (4′03″),Heavy Metal,67,"Levitate,Heatproof",Bronzong,437,79,116,Bronze Bell Pokémon,33,500,"Steel,Psychic",187.0 kg (412.3 lbs)
80,95,0.5 m (1′08″),Rattled,50,"Sturdy,Rock Head",Bonsly,438,10,45,Bonsai Pokémon,10,290,Rock,15.0 kg (33.1 lbs)
25,45,0.6 m (2′00″),Technician,20,"Soundproof,Filter",Mime Jr.,439,70,90,Mime Pokémon,60,310,"Psychic,Fairy",13.0 kg (28.7 lbs)
5,5,0.6 m (2′00″),Friend Guard,100,"Natural Cure,Serene Grace",Happiny,440,15,65,Playhouse Pokémon,30,220,Normal,24.4 kg (53.8 lbs)
65,45,0.5 m (1′08″),Big Pecks,76,"Keen Eye,Tangled Feet",Chatot,441,92,42,Music Note Pokémon,91,411,"Normal,Flying",1.9 kg (4.2 lbs)
92,108,1.0 m (3′03″),Infiltrator,50,Pressure,Spiritomb,442,92,108,Forbidden Pokémon,35,485,"Ghost,Dark",108.0 kg (238.1 lbs)
70,45,0.7 m (2′04″),Rough Skin,58,Sand Veil,Gible,443,40,45,Land Shark Pokémon,42,300,"Dragon,Ground",20.5 kg (45.2 lbs)
90,65,1.4 m (4′07″),Rough Skin,68,Sand Veil,Gabite,444,50,55,Cave Pokémon,82,410,"Dragon,Ground",56.0 kg (123.5 lbs)
130,95,"1.9 m (6′03″),1.9 m (6′03″)",Rough Skin,108,"Sand Veil,Sand Force",Garchomp,445,80,85,"Mach Pokémon,Mach Pokémon",102,600,"Dragon,Ground,Dragon,Ground","95.0 kg (209.4 lbs),95.0 kg (209.4 lbs)"
85,40,0.6 m (2′00″),Gluttony,135,"Pickup,Thick Fat",Munchlax,446,40,85,Big Eater Pokémon,5,390,Normal,105.0 kg (231.5 lbs)
70,40,0.7 m (2′04″),Prankster,40,"Steadfast,Inner Focus",Riolu,447,35,40,Emanation Pokémon,60,285,Fighting,20.2 kg (44.5 lbs)
110,70,"1.2 m (3′11″),1.3 m (4′03″)",Justified,70,"Steadfast,Inner Focus,Adaptability",Lucario,448,115,70,"Aura Pokémon,Aura Pokémon",90,525,"Fighting,Steel,Fighting,Steel","54.0 kg (119.0 lbs),57.5 kg (126.8 lbs)"
72,78,0.8 m (2′07″),Sand Force,68,Sand Stream,Hippopotas,449,38,42,Hippo Pokémon,32,330,Ground,49.5 kg (109.1 lbs)
112,118,2.0 m (6′07″),Sand Force,108,Sand Stream,Hippowdon,450,68,72,Heavyweight Pokémon,47,525,Ground,300.0 kg (661.4 lbs)
50,90,0.8 m (2′07″),Keen Eye,40,"Battle Armor,Sniper",Skorupi,451,30,55,Scorpion Pokémon,65,330,"Poison,Bug",12.0 kg (26.5 lbs)
90,110,1.3 m (4′03″),Keen Eye,70,"Battle Armor,Sniper",Drapion,452,60,75,Ogre Scorp Pokémon,95,500,"Poison,Dark",61.5 kg (135.6 lbs)
